 78 mean_train_r: -263.71 mean_val_r: -320.40 loss: -0.003962
 79 mean_train_r: -300.72 mean_val_r: -264.20 loss: -0.365238
 80 mean_train_r: -306.58 mean_val_r: -309.00 loss: -0.002290
 81 mean_train_r: -278.18 mean_val_r: -324.20 loss: -0.002862
 82 mean_train_r: -259.61 mean_val_r: -359.50 loss: -0.003401
 83 mean_train_r: -304.52 mean_val_r: -312.80 loss: -0.353839
 84 mean_train_r: -283.04 mean_val_r: -223.20 loss: -0.002625
 85 mean_train_r: -320.70 mean_val_r: -209.90 loss: -0.001980
 86 mean_train_r: -266.48 mean_val_r: -213.70 loss: -0.003146
 87 mean_train_r: -274.76 mean_val_r: -203.10 loss: -0.002952
 88 mean_train_r: -231.40 mean_val_r: -337.50 loss: -0.003785
 89 mean_train_r: -254.86 mean_val_r: -258.50 loss: -0.003434
 90 mean_train_r: -280.57 mean_val_r: -269.90 loss: -0.002742
 91 mean_train_r: -269.60 mean_val_r: -309.00 loss: -0.003103
 92 mean_train_r: -237.32 mean_val_r: -205.00 loss: -0.003713
 93 mean_train_r: -253.20 mean_val_r: -373.60 loss: -0.003601
 94 mean_train_r: -288.20 mean_val_r: -211.80 loss: -0.002930
 95 mean_train_r: -287.90 mean_val_r: -258.50 loss: -0.002847
 96 mean_train_r: -255.97 mean_val_r: -269.90 loss: -0.003551
 97 mean_train_r: -251.41 mean_val_r: -262.30 loss: -0.003941
 98 mean_train_r: -275.22 mean_val_r: -163.20 loss: -0.003205
 99 mean_train_r: -262.49 mean_val_r: -309.00 loss: -0.003770
100 mean_train_r: -260.67 mean_val_r: -326.10 loss: -0.003789
